author,category,description,infos,origin,pan_1,pan_2,pan_3,pan_pass,pic,rating,title
请参考图书详情,投资理财,在全球经济危机的重创之下以及中华民族伟大复兴的新时代，《富爸爸为什么A等生为C等生工作，而B等生为政府工作（最新修订版）》将结合财商教育培训，为读者带来应对危机的具体办法，以及在中国具体环境下的创富实践理论。《富爸爸为什么A等生为C等生工作，而B等生为政府工作（最新修订版）》的出版公司和财商教育培训机构将从图书、财商游戏、财商培训、财商俱乐部等多角度多方面，打造出一个立体的“富爸爸”，不仅要从财商理念上引导中国读者，更要在实践中帮助中国读者真正实现财务自由。,"原价：39.80元
作者：[美]罗伯特·清崎 [译]黄延峰
出版社：四川文艺出版社
出版日期：2014年10月1日
ISBN：9787541139291
字数：336000
页数：346
版次：1
开本：16",http://www.pdfbook.cn/01/9003.html,城通网盘##http://stockbook.ctfile.com/fs/bpQ149409906,,,,http://www.pdfbook.cn/wp-content/uploads/2016/06/1898-213x300.jpg,,富爸爸为什么A等生为C等生工作 最新修订版
请参考图书详情,经济管理,《富爸爸如何经营自己的公司》是畅销书《富爸爸如何创办自己的公司》的姊妹篇。作者通过追踪3个创业家团队，利用简单、真实的故事以生活情景再现的方式，为读者简单明了地呈现了他们在企业创办最初5年内经营方面的起起落落。他们的创业故事对所有读者都极具吸引力，充满了让人引以为戒的情节。,"原价：42.80元
作者：[美]加勒特·萨顿 [译]黄延峰
出版社：四川文艺出版社
出版日期：2016年1月1日
ISBN：9787541142482
字数：-
页数：-
版次：1
开本：16",http://www.pdfbook.cn/02/9006.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E5%AF%8C%E7%88%B8%E7%88%B8%E5%A6%82%E4%BD%95%E7%BB%8F%E8%90%A5%E8%87%AA%E5%B7%B1%E7%9A%84%E5%85%AC%E5%8F%B8%E3%80%8B%5B%E7%BE%8E%5D%E5%8A%A0%E5%8B%92%E7%89%B9%C2%B7%E8%90%A8%E9%A1%BF%20%5B%E8%AF%91%5D%E9%BB%84%E5%BB%B6%E5%B3%B0%20%E5%9B%9B%E5%B7%9D%E6%96%87%E8%89%BA%E5%87%BA%E7%89%88%E7%A4%BE%2020160101%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/06/1899-213x300.jpg,,富爸爸如何经营自己的公司
请参考图书详情,散文随笔,这是龙应台《野火集》之外的“三把火”。在这三次著名的风波事件中，龙应台就其所见社会即景有感而发，却一石激起千层浪，引起强烈的争议与回响。“龙卷风起”，各界人士纷纷加入论战；风过之后，深层的反思却没有息止。,"原价：32.80元
作者：[编]赖永海 [注]刘鹿鸣
出版社：中华书局
出版日期：2012年8月1日
ISBN：9787101087970
字数：280000
页数：472
版次：1
开本：32",http://www.pdfbook.cn/04/9012.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E7%BE%8E%E4%B8%BD%E7%9A%84%E6%9D%83%E5%88%A9%E3%80%8B%5B%E4%B8%AD%5D%E9%BE%99%E5%BA%94%E5%8F%B0%20%E5%B9%BF%E8%A5%BF%E5%B8%88%E8%8C%83%E5%A4%A7%E5%AD%A6%E5%87%BA%E7%89%88%E7%A4%BE%20201601%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/06/1901-213x300.png,,美丽的权利
请参考图书详情,名家作品及研究,《佛教十三经：楞严经》是一部对中国佛教之禅、净、律、密、教都有着广泛而深刻影响的大乘经典。该经虽有真伪之争，但内容十分宏富，思想体系严密，几乎把大乘佛教所有重要理论都囊括其中，故自问世后，就广泛流行。该经以理、行、果为框架，谓一切众生都有“菩提妙明元心”，但因不明自心清净，故流转生死，如能修禅证道，即可成就无上正等正觉。这一思想对中国佛教的各宗各派都产生了极其深刻的影响。,"原价：32.80元
作者：[编]赖永海 [注]刘鹿鸣
出版社：中华书局
出版日期：2012年8月1日
ISBN：9787101087970
字数：280000
页数：472
版次：1
开本：32",http://www.pdfbook.cn/28/9009.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E6%A5%9E%E4%B8%A5%E7%BB%8F%E3%80%8B%28%E4%BD%9B%E6%95%99%E5%8D%81%E4%B8%89%E7%BB%8F%29%20%5B%E7%BC%96%5D%E8%B5%96%E6%B0%B8%E6%B5%B7%20%5B%E6%B3%A8%5D%E5%88%98%E9%B9%BF%E9%B8%A3%20%E4%B8%AD%E5%8D%8E%E4%B9%A6%E5%B1%80%20201208%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/06/1900-213x300.png,,楞严经
请参考图书详情,儿童文学,生活不只是衣食住行，还有诗和远方。《给孩子读诗》愿孩子们在人之初聆听到优美动听的汉语，那可能是他们爱上阅读、走向远方的第一步。,"原价：68.00元
作者：》[英]罗伯特·史蒂文森(等) [译]余光中(等)
出版社：浙江文艺出版社
出版日期：2015年12月1日
ISBN：9787533943073
字数：150000
页数：220
版次：1
开本：32",http://www.pdfbook.cn/13/9015.html,城通网盘##http://stockbook.ctfile.com/fs/kKF149411742,,,,http://www.pdfbook.cn/wp-content/uploads/2016/06/1902-213x300.png,,给孩子读诗
请参考图书详情,外国小说,《维罗妮卡决定去死》的主人公维罗妮卡谈不上很幸福，也谈不上不幸福，正因如此，她再也没法忍受这种生活。二十四岁的维罗妮卡决定服药自杀。醒来后，她却发现自己躺在一家精神病院，四肢捆绑，还患上了严重的心脏病。而且——她被告之她的声明只剩下最后一个星期。,"原价：25.00元
作者：[巴西]保罗·柯艾略 [译]闵雪飞
出版社：南海出版社
出版日期：2013年9月1日
ISBN：9787544266543
字数：-
页数：209
版次：2
开本：32",http://www.pdfbook.cn/03/8482.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E7%BB%B4%E7%BD%97%E5%A6%AE%E5%8D%A1%E5%86%B3%E5%AE%9A%E5%8E%BB%E6%AD%BB%E3%80%8B%5B%E5%B7%B4%E8%A5%BF%5D%E4%BF%9D%E7%BD%97%C2%B7%E6%9F%AF%E8%89%BE%E7%95%A5%20%5B%E8%AF%91%5D%E9%97%B5%E9%9B%AA%E9%A3%9E%20%E5%8D%97%E6%B5%B7%E5%87%BA%E7%89%88%E5%85%AC%E5%8F%B8%20201309%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/05/1887-213x300.jpg,,维罗妮卡决定去死
请参考图书详情,世界及各国经济概况,本书以宏大而细腻的笔调，向读者展现了这一波澜壮阔的历史画卷，给今天陷入全球性金融海啸和经济危机的人们以深刻的反思和无限的启迪！1929年10月24日，黑色星期四，纽约证券交易所陷入了歇斯底里的疯狂和恐惧。这是美国历史上影响大、危害深的经济事件，西方国家乃至整个世界都受到了它的影响。之后，美国和全球进入了长达十年的经济大萧条。,"原价：38.00元
作者：[美]狄克逊·韦克特 [译]何严
出版社：北京邮电大学出版社
出版日期：2009-07-01
ISBN：9787563519569
字数：260000
页数：272
版次：1
开本：16",http://www.pdfbook.cn/02/8167.html,城通网盘##https://pan.baidu.com/s/1i5vuk3V,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1873-213x300.jpg,,大萧条 人类经济生活中最为凝重悲怆的画面
请参考图书详情,市场营销,《新经济必读丛书·营销革命3.0：从产品到顾客，再到人文精神》清晰地阐释了三位作者的主要观点，同时提供了丰富的实际营销案例，可以帮助企业成功展开3.0营销。在这个新的营销时代中，消费者已经意识到自己的购买力具有全球影响力，他们会因此改变自己的消费行为，同时积极影响周围人的消费选择。本书详细解释了企业应当如何参与这种消费者之间的对话，如何在全球范围内积极进行品牌定位，以及如何与越来越主动自觉的消费者保持成功合作。,"原价：36.00元
作者：[美]菲利普·科特勒 [译]毕崇毅
出版社：机械工业出版社
出版日期：2011-03-01
ISBN：9787111332480
字数：-
页数：200
版次：1
开本：16",http://www.pdfbook.cn/02/8170.html,城通网盘##https://pan.baidu.com/s/1jItqkOe,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1874-213x300.jpg,,营销革命3.0 从产品到顾客，再到人文精神
请参考图书详情,小说,恐怖组织暗中密谋对美国发动第二次911袭击，袭击的日期定在911袭击15周年后的2016年9月12日，袭击所用的武器是一种可以迅速扩散的超级病毒，袭击的方式既巧妙又隐密……,"原价：35.00元
作者：王晋康
出版社：江苏凤凰文艺出版社
出版日期：2015-05-01
ISBN：9787539970875
字数：-
页数：328
版次：1
开本：32",http://www.pdfbook.cn/03/8173.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E6%97%B6%E7%A9%BA%E5%B9%B3%E7%A7%BB%E3%80%8B%5B%E4%B8%AD%5D%E7%8E%8B%E6%99%8B%E5%BA%B7%20%E6%B1%9F%E8%8B%8F%E5%87%A4%E5%87%B0%E6%96%87%E8%89%BA%E5%87%BA%E7%89%88%E7%A4%BE%20201505%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1875-213x300.jpg,,时空平移
请参考图书详情,经济管理,当信息实现流动和扩散后，则是人们都追求的订单转化、注册转化、下载转化等，可以将之称为“转化力”。,"原价：49.80元
作者：徐志斌
出版社：北京联合出版公司
出版日期：2014-07-01
ISBN：9787550229747
字数：230000
页数：272
版次：1
开本：16",http://www.pdfbook.cn/02/8180.html,城通网盘##https://pan.baidu.com/s/1gfhlbvd,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1876-213x300.png,,社交红利
请参考图书详情,经济管理,《精益创业方法论：新创企业的成长模式》是一本提供“具体做法”的创业教材,"原价：69.00元
作者：龚焱
出版社：机械工业出版社
出版日期：2015-03-01
ISBN：9787111490784
字数：-
页数：224
版次：1
开本：16",http://www.pdfbook.cn/02/8184.html,城通网盘##https://pan.baidu.com/s/1o7Qbbgm,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1877-213x300.png,,精益创业方法论 新创企业的成长模式
请参考图书详情,中国经济,《乱世中的大国崛起：中国如何应对金融危机的世界》一书以宏观视野解读当下乱世的世界格局与中国的应对。从多个角度对现在与未来的中国经济关键问题做了犀利剖析，对中国未来经济发展的主动力作了大胆的思考与预测。,"原价：48.00元
作者：李稻葵
出版社：中信出版社
出版日期：2012-06-01
ISBN：9787508631509
字数：-
页数：344
版次：1
开本：16",http://www.pdfbook.cn/02/8187.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E4%B9%B1%E4%B8%96%E4%B8%AD%E7%9A%84%E5%A4%A7%E5%9B%BD%E5%B4%9B%E8%B5%B7%20%E4%B8%AD%E5%9B%BD%E5%A6%82%E4%BD%95%E5%BA%94%E5%AF%B9%E9%87%91%E8%9E%8D%E5%8D%B1%E6%9C%BA%E7%9A%84%E4%B8%96%E7%95%8C%E3%80%8B%5B%E4%B8%AD%5D%E6%9D%8E%E7%A8%BB%E8%91%B5%20%E4%B8%AD%E4%BF%A1%E5%87%BA%E7%89%88%E7%A4%BE%20201206.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1878-213x300.jpg,,乱世中的大国崛起 中国如何应对金融危机的世界
请参考图书详情,烘焙食品,当“甜品界的毕加索”马卡龙大师皮埃尔?艾尔梅Pierre Hermé和人气超旺的巴黎风格插画师苏丽达?布哈维Soledad Bravi一起做蛋糕的时候，一本绝对能让烘焙迷爱不释手的书诞生了。,"原价：45.00元
作者：[法]皮埃尔·艾尔梅 [译]宋欣
出版社：中国华侨出版社
出版日期：2015-07-01
ISBN：9787511354556
字数：14000
页数：126
版次：1
开本：12",http://www.pdfbook.cn/19/8190.html,城通网盘##https://pan.baidu.com/s/1slBsNBv,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1879-213x300.png,,跟艾尔梅一起做甜点 手绘法式烘焙课
请参考图书详情,小说,《不婚女王》大龄剩女何大叶，和很多人一样处处被人逼婚。但她的理想却是找一个基因优秀的男人，和他生出一个基因更优秀的孩子，结不结婚另说。当她遇见罗畅时，她觉得自己找到了这个梦寐以求的基因，没细想就答应了嫁他。可罗畅却在他俩的婚礼上，带着她一起逃婚了。这让何大叶终于看清了罗畅，知道他缺乏责任感，并不适合结婚。,"原价：35.00元
作者：自由极光
出版社：北京联合出版公司
出版日期：2015-07-01
ISBN：9787550252615
字数：-
页数：400
版次：1
开本：16",http://www.pdfbook.cn/03/8193.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E4%B8%8D%E5%A9%9A%E5%A5%B3%E7%8E%8B%E3%80%8B%5B%E4%B8%AD%5D%E8%87%AA%E7%94%B1%E6%9E%81%E5%85%89%20%E5%8C%97%E4%BA%AC%E8%81%94%E5%90%88%E5%87%BA%E7%89%88%E5%85%AC%E5%8F%B8%20201507%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1880-213x300.jpg,,不婚女王
请参考图书详情,小说,离开日本之后，南瓜和月饼来到了印度。在这里，他们遇到了更加让人匪夷所思的事情——纠缠数代的湿婆诅咒，阴尸煞地中的诡异村落，密洞里的青铜古棺，排灯节的请鬼游戏，老公寓中的恐怖鬼影……这个有着几千年文明积淀的神秘国度，到底隐藏着多少不为人知的秘密？悬疑小说作家天下霸唱、蜘蛛联手推荐，2014年度“惊魂记”重磅系列作品，揭开千年古国的神秘面纱，满足你对印度神秘文化的所有好奇！,"原价：32.80元
作者：羊行屮
出版社：九州出版社
出版日期：2014-12-01
ISBN：9787510832918
字数：250000
页数：261
版次：1
开本：16",http://www.pdfbook.cn/03/8199.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E5%BC%82%E5%9F%9F%E5%AF%86%E7%A0%81%E4%B9%8B%E5%8D%B0%E5%BA%A6%E5%BC%82%E9%97%BB%E5%BD%95%E3%80%8B%5B%E4%B8%AD%5D%E7%BE%8A%E8%A1%8C%E5%B1%AE%20%E4%B9%9D%E5%B7%9E%E5%87%BA%E7%89%88%E7%A4%BE%20201412%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1882-213x300.jpg,,异域密码之印度异闻录
请参考图书详情,小说,日本是一个历史悠久的国家，受中华文明的影响巨大。流传在日本的灵异传说，几乎是与这个国度一同诞生的。日本的妖怪形象众多，其中大部分都源自中国，但日本妖怪经过自我严禁，后来者居上，以至于到了日本现代社会出现了以妖怪为关键词的消费文化，各种书籍、漫画、影视剧以及游戏层出不穷。,"原价：32.80元
作者：羊行屮
出版社：九州出版社
出版日期：2015-05-01
ISBN：9787510835254
字数：300000
页数：278
版次：1
开本：16",http://www.pdfbook.cn/03/8196.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E5%BC%82%E5%9F%9F%E5%AF%86%E7%A0%81%E4%B9%8B%E6%97%A5%E6%9C%AC%E5%BC%82%E9%97%BB%E5%BD%95%E3%80%8B%5B%E4%B8%AD%5D%E7%BE%8A%E8%A1%8C%E5%B1%AE%20%E4%B9%9D%E5%B7%9E%E5%87%BA%E7%89%88%E7%A4%BE%20201505%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1881-213x300.jpg,,异域密码之日本异闻录
请参考图书详情,小说,海归的高管，初入职场的乖乖女，犯傻的小职员，胡同里不能低下头的公主加上富二代的小奸商。,"原价：98.00元
作者：阿耐
出版社：四川文艺出版社
出版日期：2016-04-01
ISBN：9787541142659
字数：1000000
页数：-
版次：1
开本：16",http://www.pdfbook.cn/uncategorized/8209.html,城通网盘##http://tieba.baidu.com/p/3876094292?pid=88376994561&cid=0#88376994561,,,,http://www.pdfbook.cn/wp-content/uploads/2016/05/005-213x300.jpg,,欢乐颂.典藏版 套装全3册
请参考图书详情,文学,《知音》是创刊于1985年1月的情感类杂志，杂志售价5元，以悲惨曲折的爱情故事，以及名人轶事等内容与精英文化形成对垒，多年稳居国内期刊发行量第一、世界第五的位置。,"原价：–.–元
作者：《知音》杂志社
出版社：-
出版日期：2016年刊
ISBN：-
字数：-
页数：-
版次：-
开本：-",http://www.pdfbook.cn/04/8202.html,城通网盘##https://pan.baidu.com/s/1nvKoonZ,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1883-213x300.jpg,,知音 2016年期
请参考图书详情,经济管理,"《光环效应:何以追求卓越 基业如何长青》主要内容简介：优秀业绩背后的原因是什么？这个所有商业问题的最终源头一直困惑着我们。多年来，我们始终寻求着答案，从《追求
卓越》、《基业长青》到《从优秀到卓越》，专家学者们孜孜不倦、始终如一。","原价：32.00元
作者：[美]罗森维 [译]张湛
出版社：北京师范大学出版社
出版日期：2007年9月1日
ISBN：9787303086672
字数：-
页数：202
版次：1
开本：16",http://www.pdfbook.cn/02/8471.html,城通网盘##https://pan.baidu.com/share/link?shareid=3412454396&uk=3154974934,,,,http://www.pdfbook.cn/wp-content/uploads/2016/05/1884-213x300.png,,光环效应
请参考图书详情,旅游与地图,孤独星球（2016年1月号）,"原价：20.00元
作者：林彬
出版社：海峡书局出版有限公司
出版日期：2016年1月1日
ISBN：9787040209167
字数：-
页数：-
版次：1
开本：16",http://www.pdfbook.cn/17/8476.html,城通网盘##http://edu.ctfile.com/info/zyM134362,,,,http://www.pdfbook.cn/wp-content/uploads/2016/05/1885-213x300.png,,孤独星球
请参考图书详情,小说,戛纳电影节大幕拉开，无数巨星、富豪华丽登场。,"原价：28.00元
作者：[巴西]保罗·柯艾略 [译]闵雪飞
出版社：南海出版社
出版日期：2011年1月1日
ISBN：9787544249768
字数：-
页数：323
版次：1
开本：32",http://www.pdfbook.cn/03/8479.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E5%AD%A4%E7%8B%AC%E7%9A%84%E8%B5%A2%E5%AE%B6%E3%80%8B%5B%E5%B7%B4%E8%A5%BF%5D%E4%BF%9D%E7%BD%97%C2%B7%E6%9F%AF%E8%89%BE%E7%95%A5%20%5B%E8%AF%91%5D%E9%97%B5%E9%9B%AA%E9%A3%9E%20%E5%8D%97%E6%B5%B7%E5%87%BA%E7%89%88%E7%A4%BE%20201101%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/05/1886-213x300.jpg,,孤独的赢家
请参考图书详情,经济管理,咖啡处处可见，为何星巴克的咖啡与众不同？星巴克被《财富》杂志誉为“世界上最受尊敬的公司之一”，它到底有什么独特的经营秘诀？,"原价：42.00元
作者：[美]约瑟夫·米歇利 [译]靳婷婷
出版社：中信出版社
出版日期：2012-12-01
ISBN：9787508635934
字数：-
页数：224
版次：1
开本：32",http://www.pdfbook.cn/02/8164.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E6%98%9F%E5%B7%B4%E5%85%8B%E4%BD%93%E9%AA%8C%E3%80%8B%5B%E7%BE%8E%5D%E7%BA%A6%E7%91%9F%E5%A4%AB%C2%B7%E7%B1%B3%E6%AD%87%E5%88%A9%20%5B%E8%AF%91%5D%E9%9D%B3%E5%A9%B7%E5%A9%B7%20%E4%B8%AD%E4%BF%A1%E5%87%BA%E7%89%88%E7%A4%BE%20201212%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1872-213x300.png,,星巴克体验
请参考图书详情,文学,"青春新文艺 影像第一刊
爱格是山东出版集团旗下《爱格》杂志社编辑发行的杂志，分《爱格》AB上下半月刊以及《爱格时尚》季刊。上市日期为每月1号，15号。","原价：–.–元
作者：爱格杂志社
出版社：-
出版日期：2016年
ISBN：-
字数：-
页数：-
版次：1
开本：-",http://www.pdfbook.cn/04/8113.html,城通网盘##https://pan.baidu.com/s/1gf2jQkr,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1857-213x300.jpg,,爱格 (Aigirl) 2016年期
请参考图书详情,婚姻恋爱与两性,我们常说，遇见了不对的人，要“快刀斩乱麻”：遇见了对的人就要好好爱护珍惜。爱他，就不要迟疑不决，要坚信自己的那份感觉，感觉对了，一切也就对了。爱情，让多少人赴汤蹈火，让多少个寂寞的夜晚因思念变得美丽。每个人都会拥有只属于自己和那个他／她的爱情。,"原价：25.00元
作者：暖暖
出版社：企业管理出版社
出版日期：2009-06-01
ISBN：9787802551862
字数：180000
页数：232
版次：1
开本：16",http://www.pdfbook.cn/21/8117.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E8%81%AA%E6%98%8E%E5%A5%B3%E5%AD%A9%E6%81%8B%E7%88%B1%E7%A7%98%E7%AC%88%E3%80%8B%5B%E4%B8%AD%5D%E6%9A%96%E6%9A%96%20%E4%BC%81%E4%B8%9A%E7%AE%A1%E7%90%86%E5%87%BA%E7%89%88%E7%A4%BE%20200906%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1858-213x300.jpg,,聪明女孩恋爱秘笈
请参考图书详情,艺术与摄影,《大话设计师（第1季）：瞬间搞定客户、工作、外快》是一本讲述设计师从业技能、技巧以及观念的书，以菜鸟设计师——唐三藏的就业、工作、成长为主线。通过幽默风趣的对白、可爱的漫画插图、引人入胜的小说剧情，剖析设计师在工作中经常遭遇的问题和案例，分析原因并提出合理解决方案，引发设计从业人员的深度思考。,"原价：59.00元
作者：影天酱
出版社：清华大学出版社
出版日期：2014-08-01
ISBN：9787302355168
字数：-
页数：216
版次：1
开本：16",http://www.pdfbook.cn/06/8120.html,城通网盘##https://pan.baidu.com/s/1slVBFGx,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1859-213x300.png,,大话设计师 第一季 瞬间搞定工作/客户/外块
请参考图书详情,小说,《萧十一郎》是古龙经典代表作，也是古龙唯一先有剧本、后改为小说的一部奇书。台湾武侠小说评论家叶洪生甚至将《萧十一郎》抬高到古龙作品第一的位置，称赞《萧十一郎》的人物和故事为双绝，甚至连“小公子”这样令人印象深刻的配角，在艺术成就上也达到巅峰。被多次改变同名电视剧、电影，以独特的狼的生存哲学，哀婉动人的爱情故事，以及奇特的故事设定中包含的哲学意味影响了几代中国人。,"原价：36.00元
作者：古龙
出版社：河南文艺出版社
出版日期：2013-04-01
ISBN：9787807658085
字数：-
页数：336
版次：1
开本：16",http://www.pdfbook.cn/03/8126.html,城通网盘##https://pan.baidu.com/s/1dEAfm6X,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1861-213x300.jpg,,萧十一郎
请参考图书详情,散文随笔,《我的两个世界》是方舟子唯一的一部文化随笔集，“我的两个世界”意味着方舟子行走在中国和美国两种不同的文化背景下，时间跨度从1993年到2011年，将近20年的时间也可以看到方舟子思想的变化。,"原价：36.00元
作者：方舟子
出版社：百花洲文艺出版社
出版日期：2012-07-01
ISBN：9787550003248
字数：-
页数：352
版次：1
开本：16",http://www.pdfbook.cn/04/8123.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E6%88%91%E7%9A%84%E4%B8%A4%E4%B8%AA%E4%B8%96%E7%95%8C%E3%80%8B%5B%E4%B8%AD%5D%E6%96%B9%E8%88%9F%E5%AD%90%20%E7%99%BE%E8%8A%B1%E6%B4%B2%E6%96%87%E8%89%BA%E5%87%BA%E7%89%88%E7%A4%BE%20201207%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1860-213x300.png,,我的两个世界
请参考图书详情,科学与自然,本书是一本综合介绍猿猴的科普书籍。在讲述人和猴的共通性以外，这本书更强调猿猴与人类之间差异性。为了增加可读性，书中略去繁琐的数据图表，增加大量图片。文中以一问一答的方式介绍了猿猴进化、身体、生态、性与繁殖、行为、社会、智能等几个主要方向的综合知识。读者可以从头至尾地传统阅读，也可以挑选自己感兴趣的问题展开阅读，提高读者们的探索兴趣。本书为大众性科普读物，适合于中学生、大学生、学者，以及对野生动物生态和人类进化感兴趣的读者群。,"原价：48.00元
作者：张鹏
出版社：商务印书馆
出版日期：2015-01-01
ISBN：9787100110648
字数：-
页数：-
版次：1
开本：32",http://www.pdfbook.cn/31/8130.html,城通网盘##https://pan.baidu.com/s/1pLqyp31,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1862-213x300.jpg,,猿猴家书——我们为什么没有进化成人
请参考图书详情,国外游,欧洲是世界最活跃的旅游区，无论从国内旅游水平还是从国际旅游水平来看，都是如此。1991年，其国际旅游到达人数占世界的63.8％。欧洲的经济发达，是世界最重要的国际旅游客源区之一。欧洲有丰富的旅游资源，南部的地中海气候与优良的海岸相结合，有极大的旅游吸引力。中南部的阿尔卑斯山是最理想的冬季滑雪运动胜地、夏季景观旅游和避暑胜地。此外，还有不少具有吸引力的山脉、河流、湖泊及保护良好的森林。历史旅游资源以希腊、意大利最为集中，而文化资源遍布全欧。欧洲内部的旅游格局，既受自然因素影响，同时又受政治、经济因素影响。,"原价：13.50元
作者：世界旅游编写组
出版社：中国国际广播出版社
出版日期：1999-08-01
ISBN：9787507817148
字数：-
页数：132
版次：1
开本：-",http://www.pdfbook.cn/17/8133.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E6%AC%A7%E6%B4%B2%E6%97%85%E6%B8%B8%E5%A4%A7%E5%85%A8%E3%80%8B%5B%E4%B8%AD%5D%E4%B8%96%E7%95%8C%E6%97%85%E6%B8%B8%E7%BC%96%E5%86%99%E7%BB%84%20%E4%B8%AD%E5%9B%BD%E5%9B%BD%E9%99%85%E5%B9%BF%E6%92%AD%E5%87%BA%E7%89%88%E7%A4%BE%20199908%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1863-213x300.jpg,,欧洲旅游大全
请参考图书详情,历史,法国是一个有着悠久的历史、灿烂的文化、发达的经济，并在国际舞台上发挥着独特的重要作用的国家。一提起法国，不少人就会怦然心动，向往之情即刻溢于言表。多年来，笔者在与亲朋好友交谈时，不止一次听到有人说，若有机会出国观光的话，他这辈子最最想去的国家就是法国。笔者管见，人们不妨这样断言：如果有好事者在中国搞一项问卷调查，请接受调查的对象列举四五个他最心向往之的国家，那么，在绝大多数答卷中，法国一定会名列其中。,"原价：56.00元
作者：吕一民
出版社：上海社会科学院出版社
出版日期：2012-12-01
ISBN：9787552000115
字数：443000
页数：419
版次：1
开本：16",http://www.pdfbook.cn/26/8137.html,城通网盘##http://7xpqk5.com1.z0.glb.clouddn.com/%E3%80%8A%E6%B3%95%E5%9B%BD%E9%80%9A%E5%8F%B2%E3%80%8B%5B%E4%B8%AD%5D%E5%90%95%E4%B8%80%E6%B0%91%20%E4%B8%8A%E6%B5%B7%E7%A4%BE%E4%BC%9A%E7%A7%91%E5%AD%A6%E9%99%A2%E5%87%BA%E7%89%88%E7%A4%BE%20201212%20%E7%B2%BE%E5%93%81.epub?attname=,,,,http://www.pdfbook.cn/wp-content/uploads/2016/04/1864-213x300.jpg,,法国通史
